professor,course,comment,date
Katherine Daignault,STA257,"I've got to say that her lecture is totally useless as well as her office hour. She always gave vague answers and explanation in class and refuse to clear them. Also, she made tons of mistakes in simple calculations which is rarely seen in such a stats course. All in all, she messed up this fascinating course.",2019-12-03 19:35:20
Katherine Daignault,STA257,"She always made mistakes and give the same tests for two sections in Monday and Wednesday. For unclear questions, she always refuses to answer it. Also, she is not even close to nice during her office hour. I've been there once and I swear I will never go again. She really messed up this attracting course. Anyway, she is really nc.",2019-12-02 04:19:53
Katherine Daignault,STA257,"I do not like her. As statistics prof., she even made simple mistakes in simple calculus. In her lecture, she just read slides and did nothing.",2019-11-16 19:10:27
Katherine Daignault,STA257,"She doesn't understand statistics well and what she is doing is only reading the slides. This course is useful regarding the knowledge, whereas my experience is really bad.",2019-11-16 19:10:12
Katherine Daignault,STA257,"Nice person, bad prof. No point in going to lectures she just reads off the slides",2019-11-11 18:35:01
Katherine Daignault,STA257,I found her lectures clear and very helpful for understanding. The midterm was fair and I got an A and quarter of the class did as well.,2019-11-06 14:36:34
Katherine Daignault,STA257,Lecture is a waste of time and test questions are unfair. She made the exact same questions for both sections while the tests were scheduled two days apart. During the test she refuses to clarify ambiguous questions. Avoid her if you can,2019-11-05 03:33:22
Katherine Daignault,STA257,"She is the worst professor I've ever met. In lecture, she just read through the book as well as slides and do some proofs or calculations. Also, she got two term test with 95% similarity for different test section. The later section can easily get the answer from the former one and have 2 more days for preparing. That's ridiculous.",2019-10-24 02:08:02
Katherine Daignault,STA257,I had her for STA257. Lectures were good.,2019-10-10 01:14:29
Katherine Daignault,STA257,Just read txtbook. Her lectures are pointless unless you want to know how to do the exercises on the slides. My highschool data management teacher teaches better than her.,2019-09-26 00:28:43
Sian Patterson,BCH210,The professor's lectures were unclear. She is incredibly unapproachable and uncaring. The tests are the biggest flaw of this course. It tests you on insignificant details and the difficulty level does not reflect her teaching. One of the worst professor at Uoft. Ive taken courses harder than BCH210 and got As because the prof explained things well.,2023-03-16 20:58:47
Sian Patterson,BCH210,Absolutely terrible course... avoid like a plague,2023-03-16 20:40:39
Sian Patterson,BCH210,"At first, her lecs were very hard to understand & she spoke too fast, but as the sem went on, she spoke slower and explained better (though not good). You need to take notes of EVERY little thing she mentions bc its testable. Pay attention to the pics and the tiny words on the pics. The assgmt was a mark booster but u need to work for it. not easy",2023-02-11 10:41:11
Sian Patterson,BCH210,"Geniunely a nice person, but the first midterm was definitely rough (52% average IIRC). Second midterm was a breeze, assignment was marked leniently, and final exam was extremely fairly. Her lectures are actually taught very well, and she's super nice in office hours. A tough and challenging course, but doable nonetheless.",2023-01-20 16:40:47
Sian Patterson,BCH210,"Don't get scared away by your midterm marks. The assignment and final definitely boosted my mark. Attend office hours and post questions on discussion boards, they help a lot. 
Attempt the tutorial questions before the TA goes over them, make the best use of the limited practice questions!",2023-01-12 18:11:07
Sian Patterson,BCH210,"You can at least get an easy A if you know everything in ppt. The average for assignments is pretty high, and the LEC content is very useful for every life science student.",2023-01-12 03:11:23
Sian Patterson,BCH210,I changed my whole major because of this class because the prof was just bad. the content was doable and its biochem so obviously its tuff but she made it IMPOSSIBLE. I hope she understands how detrimental this is for her students. I want to confront her and tell her she made my dislike myself over a STUPID COURSE. I feel for future uoft lifesci ,2023-01-11 22:48:43
Sian Patterson,BCH210,"Please Uoft, my mental health is already messed up and you decided to bring patterson to screw me up harder. She is bad, really bad at this. I am sure the content was not that bad BUT MAN she hates us. she is just bad. I hope i can mentally recover from her class cause I don't think I WILL EVER",2023-01-11 22:44:57
Sian Patterson,BCH210,"Please run, if you cant, speed walk AWAY FROM THE PATTERSON. She made me hate biochem. I actually enjoyed all the bio courses, even the tough ones BUT SHE WAS AWFUL. you can tell she took pride in failing her students. I really hope someone else teaches the BCH210 class. She should not be a prof. If I ever teach, I will make sure to not be her",2023-01-11 22:42:28
Sian Patterson,BCH210,"As the person responsible for all our tests, yikes. As a lecturer and course coordinator, I've actually found that she's really nice and accessible in person. BCH210 will hit you like a freight train at first, but the final assignment was marked VERY leniently and the final was definitely curved up. ",2023-01-11 21:50:30
Sian Patterson,BCH210,"Patterson is a good lecturer I learned a lot about biochemistry. BCH210 would benefit from not focusing on the minutiae of lab techniques, any lab a student joins would cover procedure and we wont remember all the details without application in the lab. Less concise slides and good practice materials would improve BCH210.",2023-01-11 15:52:58
Sian Patterson,BCH210,This course does not provide any textbook along with bare minimum lectures. The exams are not reflective of the lecture material (despite being told it's only lecture-based). The saving grace of BCH210 was the TAs. ,2023-01-11 15:43:37
Sian Patterson,BCH210,"Got 88 , I think this course is ok.",2023-01-11 13:17:38
Sian Patterson,BCH210,"She thought she ate but she left crumbs. She needs help cause she really thought we were phd level students. Even if you know the materials inside out, she makes sure to pull the weirdest questions. Not organized and does not go over order of slides. Very passive aggressive in discussion. Please be ready to be railed harder than 1st year Chem. ",2023-01-10 21:33:12
Sian Patterson,BCH210,"As long as you try to learn the material and rely less on a coddling prof and more on your own study methods and learning, you should be golden! The slides are not as detailed as lectures. For me, I found that not going in person and watching the lectures online helped a ton in learning. Give her a chance! Plus, she gives out candy sometimes. ",2022-12-31 14:52:04
Sian Patterson,BCH210,"Challenging course. Requires lots of time and effort to solidify understanding (I spent ~1-3h studying after each lecture). Her lectures are clear and concise. Every word and every sentence on her slides are testable, so make sure you fully understand them. Assignments were marked fairly and leniently. Overall, this course is worth studying.",2022-12-25 21:32:17
Sian Patterson,BCH210,"In retrospect, it was a decent class, albeit harder comparatively to other life science courses, which is why most people leave negative reviews. Weekly quizzes are easy to do good on, but hard to get perfect. Midterms are the toughest part of this course. Writing assignment was marked very leniently, and the final was extremely fair.",2022-12-21 19:33:05
Sian Patterson,BCH210,"She's a great teacher and is very knowledgeable about biochemistry. The test questions can be challenging. However, as long as you prepare well, it's very possible to get good marks on her tests. There are lots of ways to get marks in the course, which is awesome. She and a TA answer every single question on the discussion boards which is amazing!!",2022-12-20 06:34:31
Sian Patterson,BCH210,"Professor Patterson is a very good lecturer and easy to follow, organized, and I actually really enjoyed the material! That being said... her tests were very difficult. Not at all intuitive and the multiple choice had me debating different answers that could be argued to be true. She was also not very helpful with the assignment.",2022-12-17 02:17:21
Sian Patterson,BCH210,"Dr. Patterson is a good lecturer; her slides are easy to understand and she explains concepts quite well. However, BCH210 is an INCREDIBLY content heavy course and the tests are very difficult. On tests, there are trick questions that require you to carefully read every word of the question because it is trying to lead you to the wrong answer. ",2022-12-16 17:43:38
Sian Patterson,BCH210,"she's nice in office hours. she's a bit over hated but a lot of hate is within reason. her tests are not at all reflective of the lectures taught in class, and she's not a good enough lecturer to be making the test questions so difficult. this course is not easy, but majority of us required it and had no choice. farewell passive aggressive queen ",2022-12-15 23:16:04
Sian Patterson,BCH210,Going to write her final today. FML,2022-12-14 16:41:35
Sian Patterson,BCH210,"BCH with Patterson is the worst course I have ever taken. The tests are absurdly difficult and the averages are very low. She explains concepts in a very confusing manner, makes useless annotations, and somehow expects you to know every single detail inside and out. She also is unable to pace herself during lectures and often rushes the material.",2022-12-14 05:51:47
Sian Patterson,BCH210,No. Just no.,2022-12-14 04:52:14
Sian Patterson,BCH210,Maybe reducing the hardness in the tests would be a great way to earn a good make,2022-12-14 04:48:02
Sian Patterson,BCH210,"The Multiple choice Tests had very ambiguous options, I could argue in favor for multiple answers .",2022-12-13 22:07:21
Sian Patterson,BCH210,"i think that dr patterson is able to explain the content well and i do leave the lectures with a pretty solid understanding of the material but testing is just not reflective of what is taught. additionally, instructions for the assignment were vague and despite following everything on the rubric, i was marked low.",2022-12-13 06:19:37
Sian Patterson,BCH210,"the class is hard because biochem is hard, but Patterson is a pretty good lecturer. sometimes better at explaining concepts in office hours. tutorials are optional but extremely helpful. i love her emphasis on biochem and human health",2022-12-12 21:22:34
Sian Patterson,BCH210,"Like bio130/230, the course should build on the concepts rather than jamming all the pathways into one course. Prof doesn't accommodate anyone even if ill (have proof), has heavy/hard tests/quizzes. Assignment and her teaching sucks, course can be self taught. The protein fanatic knows we suffer,doesn't care & likes to fail u, so much for a ""PhD""  ",2022-12-11 23:34:39
Sian Patterson,BCH210,"Her biggest downside is that the tests and quizzes have often different and more challenging content than what she teaches in class. However, she relates a lot of the course back to how u can use biochemistry to make informed health decisions which makes the course a lot more interesting, if u just want a high GPA, this is not the course.",2022-12-11 22:08:32
Sian Patterson,BCH210,"BRUH. She is ok/good as a lecturer, at least better than some of my other profs. Her tests and quiz questions are just something else. Some questions can be vague and are not objective at all. MC questions ask you which is most important for metabolism, you can provide an argument for all the answers, but the correct one is what she thinks it is. ",2022-12-10 22:37:31
Sian Patterson,BCH210,"I don't think she's a bad prof. She's actually a good lecturer, she's super approachable and really nice in office hours, I do think she's better in a smaller setting. That being said, her tests can be BRUTAL. I do think her tests aren't that reflective of the content taught, but biochem is a difficult field and that's not her fault.",2022-12-10 04:19:55
Sian Patterson,BCH210,worst course and prof seen in life period,2022-12-09 05:26:23
Sian Patterson,BCH210,"if I have to read a research article to answer a quiz based on lectures, it's doomed ",2022-12-09 04:43:02
Sian Patterson,BCH210,"At the beginning of the semester she was pretty condescending and rude, but as the semester went on I found her to become very understanding and nice, especially in office hours. I'm still screwed for the final lol but at least she makes me giggle sometimes. ",2022-12-06 20:38:11
Sian Patterson,BCH210,Haven't hated a course this much in my whole life,2022-12-02 23:24:57
Sian Patterson,BCH210,"Guys, read this paper first. ""Metabolism in Motion: Engaging Biochemistry Students with Animation"". Publishing paper like this does not make you a better professor, Patterson. Students need fair tests fit for average or little bit above average, not PHD level tests for undergraduates. I've got 4 textbooks, and I still can't do good in her class. ",2022-11-29 17:19:02
Sian Patterson,BCH210,For the students that gave her a good rating. You sit on a throne of lies. Do yourself a favor and switch programs. You will be better off. I promise. ,2022-11-28 22:10:20
Sian Patterson,BCH210,"Professor Patterson is literally the worst professor because of how inconsiderate she is. Her lectures suck, the exams are a gamble and her responses are so dry. I get that university is a business but what professor wants to see her students fail? If I manage to pass this course, I promise I will start going to church. Amen.",2022-11-28 21:35:48
Sian Patterson,BCH210,"Professor Patterson is not an understanding person AT ALL. She doesn't answer questions in any sort of useful or helpful way, and goes through lectures too quickly. She's not very understanding when it comes to deadlines and extensions either. I didn't really enjoy her course, & having her as a prof made the course much worse than it already was.  ",2022-11-28 07:22:00
Sian Patterson,BCH210,Please dont take this course/prof if you can help it,2022-11-28 02:18:40
Sian Patterson,BCH210,"by far the worst professor and course I have been forced to endure during my time at uoft. Somehow finds a way to make mc tests excruciatingly difficult and hyperspecific on very peripheral information. Expects us to have PHD level knowledge going into a test. Lectures are disorganized, almost feeling like an ensemble of miscellaneous information. ",2022-11-27 02:37:27
Sian Patterson,BCH210,"She did not seem that bad at first. This rapidly deteriorated over the course of the semester. Exam questions are hyper-specific, lectures do not feel like adequate preparation, and the assignment has extremely vague instructions. ",2022-11-26 19:06:30
Sian Patterson,BCH210,"Her lectures are actually okay, I can (at least I think) understand her lectures without needing to rewatch it. 

HOWEVER, her tests are philosophy, or gambling, just not biochemistry. I can confidently say that I can a good student and I work very hard for every course, but your grade for this course is simply not equivalent to your learning.",2022-11-23 00:36:35
Sian Patterson,BCH210,The tests and quizzes are unnecessarily difficult. Content isn't that hard but the way the questions are worded results in poor grades. Class averages are very low and you have to work hard to get a decent grade in the course (75-80). If you can take this course with another professor I highly reccommend doing that. ,2022-11-21 19:36:19
Sian Patterson,BCH210,"You come into u of t fresh faced and optimistic. You persevere through the first year of life science. Leaving battered and mentally drained. But you did it you got through the hardest part of university, or so you thought. Because Sian Patterson is the hidden final boss ready to cleave at the remainder of ur gpa with her talons and horns. Be ready",2022-11-20 23:47:55
Sian Patterson,BCH210,"Professor Patterson is the best thing that has ever happened to me. She is very considerate when it comes to quizzes and other assessments. I aspire to be like her someday, in which I'll be able to give students a very hard time. JK. But for real though, I think she's a good prof but you definitely need to study A LOT to get an A. - Lems",2022-11-18 21:25:26
Sian Patterson,BCH210,she makes my hard work look like a joke when i get the term tests back - she's SO hilarious ,2022-11-18 04:07:45
Sian Patterson,BCH210,she inspires me to drop out ,2022-11-18 04:04:36
Sian Patterson,BCH210,"I have never experienced so much stress in a course. Studied a week for the midterms and the results were still horrible. Little to no practice before tests, no textbook, no previous midterms, no outline of tests. You're left to fend for yourself. Random details tested, it's a lottery if you have reviewed it or not.",2022-11-16 20:31:51
Sian Patterson,BCH210,"I'm gonna regret so much in my afterlife if I have a heart attack when releasing grades, or something happens on my way to her lectures. Took this course to have a better understanding of life, not learn to hate it.",2022-11-16 05:18:22
Sian Patterson,BCH210,"Ong I usually just accept and move on from a bad grade. But holy mother of god this class is ass. The content itself is not even that difficult but sian Patterson pulls out questions from the depths of hell with the worst phrasing on her exams. 
If u want to do well in this class start learning gypsy magic or how to perform hexes Cos, not bch",2022-11-15 21:58:51
Sian Patterson,BCH210BCH311,Just horrible. ,2022-11-15 21:56:14
Sian Patterson,BCH210,yeah no. the other ratings sum up how it feels to be in her class. attendance in con hall decreases for every following lecture she teaches because her lectures are a waste of time and not points of focus on her tests.,2022-11-15 04:27:31
Sian Patterson,BCH210,i dont like her classes,2022-11-13 23:10:30
Sian Patterson,BCH210,Tests the most obscure details while never focuses on them in lectures. Expects you to pick out the details for tests while lecturing at a pace of 1slide per minute. The answers for her quizzes don't even match with her lectures. Don't understand how she's teaching this course with over a thousand students.,2022-11-10 08:25:35
Sian Patterson,BCH210,"Just bad, all types to bad as you can think. Don't want to waste my time rating her tbh",2022-11-06 14:42:08
Sian Patterson,BCH210,I like her a lot. shes super chill and nice. she definitely made tests and quiz's unnecessarily hard but hey that's life.  Study hard and keep up with tutorials and you will do reasonably well.,2022-11-04 01:03:32
Sian Patterson,BCH210,"She tests on obscure details. Be prepared to study at least a week in advance for midterms and finals.
That being said, biochemistry is a hard ass course so you cant really expect it to come easy. Its comparable to mathematics in the sense that even if u have a great lecturer, not everyone will be able to do it.",2022-11-02 00:19:06
Sian Patterson,BCH210,"Sian is not a horrible teacher, nor is she a very good teacher. there are most certainly major faults to how she runs this course, for example her instructions for big assignments are unclear and confusing and she tests u on obscure details - but the upside is she's a caring person, and if u bring questions to her she will do her best to help.
",2022-11-02 00:14:13
Sian Patterson,BCH210,"Really the worst professor I've had at this school. Lectures are extremely unclear and have absolutely nothing to do with the content tested on the exams, which is reflected in the 59% midterm average. 

The fact that the department still allows her to teach a course that is mandatory for most life science programs is appalling. She is incapable.",2022-10-31 17:18:53
Sian Patterson,BCH210,"Maybe I am not that smart, BUT I shouldn't be insulted by her lectures in this way. You work really hard, and you spend a lot of time on this, then you get a super low grade even she gives everyone two extra credits. I will be having her term test Friday and I am feeling bad now. Her aim is simple: YOU SHOULD ALL FAIL IN BIOCHEMISTRY, period. ",2022-10-31 15:53:24
Sian Patterson,BCH210,"Sian is one of the profs at U of T. She is so kind, she shelters the blame for an average of 52%. She has top-of-the-class wording for her questions. It's almost like you are reading a manuscript from Shakespeare. On her tests, she is so thoughtful that she tests topics where she zooms through like Usain Bolt. Her choice of music is top tier.",2022-10-30 18:56:42
Sian Patterson,BCH210,i have never hated anyone with such passion,2022-10-27 18:33:43
Sian Patterson,BCH210,"I bought 3 biochem textbooks for her class, and I think it is a waste of money as her focus is completely not understandable. The writing assignment is extra hard. CHANGE YOUR MAJOR if this course is mandatory. DO NOT TAKE IT! RUN! RUN! RUN! ",2022-10-27 15:41:03
Sian Patterson,BCH210,"This woman makes me hate everything about biochemistry, so much so that I'm changing my major. Awful term test with a 59% average INCLUDING 2 bonus marks. Quiz and test questions are unrelated to lecture content. Coming to Con Hall at 10 am 3x a week is miserable enough. Thank god for Tyler because tutorials are the only thing keeping me afloat.",2022-10-26 23:03:58
Sian Patterson,BCH210,she sounds like a robot. she acts like she is out to get us. I hate her. she does not allow a second for us to write anything down. she skips through the slides so fast. I wish my ta was my prof. he's the only good thing about this course. shoutout tyler ,2022-10-26 15:17:53
Sian Patterson,BCH210,"Patterson is such a bad prof and can't comprehend the fact that people aren't grasping the necessary concepts from her horrible teaching. She doesn't want to help her students, she assigns absurdly difficult assignments with very ambiguous instructions but refuses to answer anyone's questions. Don't take her classes if you can help it.",2022-10-25 22:24:33
Sian Patterson,BCH210,No info on the slides but so much information said in the lecutres. The exam questions are really hard and poorly worded. Don't take this course if you don't need it!!,2022-10-25 17:47:20
Sian Patterson,BCH210,"Patterson does absolutely nothing to help you learn. She sends emails after midterms, stating that there is nothing wrong with the questions, except for the fact that only 3/1250 people received 100. they only received 100 because they were given 2 extra points. She makes you think that if you get hit by a bus tmr, at least you never see her again.",2022-10-22 01:32:29
Sian Patterson,BCH210,"I am sitting in her class rating her, I'd rather read the textbooks I bought but since I paid for tuition its better to sit here even I do nothing. She never have correct pace for lectures and the TA sucks, the term tests will give u questions that you never seen before. Thank you Patterson, you helped me on my way of pursuing fine art!",2022-10-21 14:29:34
Sian Patterson,BCH210,she does possess a professional ability to speak of.,2022-10-21 03:15:45
Sian Patterson,BCH210,"It's not helpful when the midterm average is a 52%. I did well on the MCAT section for biochemistry, yet can't even do well in this class. You have to know every little detail of the course! If you have Patterson for BCH210, run away & hope you can take it w/ someone else. Must take the class again b/c it's a degree requirement. ",2022-10-20 19:46:36
Sian Patterson,BCH210,Words are not enough to explain the horror,2022-10-20 19:33:36
Sian Patterson,BCH210,She stinks,2022-10-19 18:26:44
Sian Patterson,BCH210,I don't know how they kept her in this course for so long but clearly there is an issue if the average is 52%,2022-10-19 17:12:38
Sian Patterson,BCH210,horrible prof. horrible class. horrible impact on my GPA. my biggest regret. fml ,2022-10-13 02:02:07
Sian Patterson,BCH210,She makes every topic very confusing and cannot manage her time efficiently. Her quizzes are designed to make you feel bad for not understanding deep-thinking questions that are not touched on in lectures.,2022-10-07 22:20:17
Sian Patterson,BCH210,"Her lecture does nothing but making you more confused. Awful PowerPoints, not helpful at all, not well-organized and makes you confused. Don't know which the important to remember. Annoying weekly quizzes. Anyway, whoever takes this course will cry.",2022-10-07 04:22:38
Sian Patterson,BCH210,JUST RUN!!!!!!!!!!!,2022-10-06 22:11:01
Sian Patterson,BCH210,She sucks at teaching. You leave each lecture feeling even more confused about the concepts. She made me go to therapy because of how bad her teaching was. The TA's do a better job than her at teaching. Sometimes i wonder how she became a professor,2022-10-05 19:51:24
Sian Patterson,BCH210,"It is very quick explaining in the end of the course, I cannot follow very well. There is no clear guiding structure for each lecture.",2022-10-05 03:27:39
Sian Patterson,BCH210,Awful.,2022-10-04 20:35:30
Sian Patterson,BCH210,she is the bane of my existence,2022-09-30 19:45:35
Sian Patterson,BCH210,absolutely the worst. I really strongly dislike. Did not learn anything. She turns into Usain Bolt on the last 5-10 slides of lecture... :(,2022-09-30 15:22:35
Sian Patterson,BCH210,I do not like her. My GPA is crying,2022-09-30 15:20:10
Sian Patterson,BCH210,SOooooooooooo Hard!,2022-09-30 04:04:37
Sian Patterson,BCH210,"Worst prof ever. Has no disregard for anyone but herself. Not accessible, not caring, not considerate. Does not accommodate!! ",2022-09-13 22:25:51
Sian Patterson,BCH210,I took this class in the summer hoping to avoid this professor as I'd already had to drop it once. No such luck but at least I'm finally done. It seems to me that she is the only prof teaching this course now so I sincerely hope that she reads all this horrible feedback and makes improvements. Dont think she will though. ,2022-08-22 03:48:20
Sian Patterson,BCH210,"Agree with the two people below who took this course in Summer 2022. Professor Patterson has definitely taken a complete 180 in terms of teaching attitude compared to previous years. Her lectures are clear and concise, super easy to understand, and tests are fair. Super caring, patient, always willing to answer questions, and replies to emails fast",2022-07-17 17:06:22
Sian Patterson,BCH210,"Prof Patterson has been an amazing professor throughout the term and made biochemistry actually quite fun. Even though the other comments have poor opinions of her, I personally feel she has taught the course well. The course itself is not easy by any means, so you'll still need to study if you want to succeed.",2022-06-24 13:58:22
Sian Patterson,BCH210,"This course is definitely hard and requires time and effort. But Prof Patterson is actually super nice. I was scared before starting this course because I read so many awful comments here but I promise I didn't see any of what others claimed (not only my opinion, other people I met in the class all agreed she's great). ",2022-06-23 02:45:11
Sian Patterson,BCH210,unclear lectures and poor explanation of concepts,2022-06-22 06:10:13
Sian Patterson,BCH210,every so often I remember her and  then my whole day is ruined. she made me hate biochem and absolutely wrecked my mental health. ,2022-05-22 06:12:02
Sian Patterson,BCH210,so so unfair that awful professors are allowed to continue teaching required courses for so many majors and get paid so much. she is so condescending and unhelpful and overall a really bad prof. grading scheme is very convoluted and you can lose so many marks so easily. ,2022-04-24 04:56:43
Sian Patterson,BCH210,Thinks that we should be pros on the content the week that materials are released. Makes you feel bad for getting low quiz marks as if we all have a phd in biochemistry. TAs in the course are lifesavers at least.,2022-02-25 21:48:28
Sian Patterson,BCH210,I was so busy working in the front line since COVID. I am the health care professional. I asked her extend 3 days for each of my assignment. She needs doctor notes as well as documentation for the college registrar. Does not care about student at all. She is selfish and mean. I dont want to take this course again however I need the letter grade.,2022-02-16 06:27:50
Sian Patterson,BCH210,"Horrible lectures at lightning speed. Tutorials WAY too long, awful quizzes. What the heck is a BBQ????",2022-02-14 08:29:17
Sian Patterson,BCH210,"Horrible professor, lectures are extremely vague and she is one of the most uncaring narcissistic people I have met.",2022-02-14 08:28:54
Sian Patterson,BCH210,Fundamental organization problems with this course both with delivery and grading. Lectures were unhelpful and very confusing. I self-learnt all the material by myself and used the lectures as a supplement. The grading disparity unfortunately makes this course prioritizes maintaining an average over student development.,2022-01-20 09:56:39
Sian Patterson,BCH210,45% of the class mark consisted of assignments independent of lecture material. Course turned into 3 tumbling research assignments and annoying weekly quizzes. Not very hard to get a high mark in this class if you follow directions and read carefully.,2022-01-18 03:22:32
Sian Patterson,BCH210,"Write down everything she says because you can look it up during quizzes, but use Khan academy and TA tutorials to understand the material because nothing she says makes sense. Also lacks a basic understanding of mental health (told me to stop worrying re my anxiety), and seems annoyed when you go to office hours. Course is fair, but horrible prof.",2022-01-12 17:05:27
Sian Patterson,BCH210,"Lecture slides were horrible and disorganized, the most important things that even showed up on the final were not on the slides, but only briefly mentioned. It was very difficult to understand the content because of this. Also emailed her for help on something and got a one-word response that didn't even answer my question - very unaccommodating.",2021-12-17 21:40:58
Sian Patterson,BCH210,"honestly? she isn't THAT bad, although i do get why alot of the people here hate on her. personally my biggest issue with her is the fact that she doesn't really put a lot of information on her lectures, and that the tutorials for this class go more in depth which very well may be what she was going for but im still not a fan",2021-12-16 01:35:02
Sian Patterson,BCH210,"Wasn't a bad lecturer - technically all of the information was available in her slides. In reality, you had to go looking on youtube to get clear explanations. Her assignments were fair as well if you got marked by a TA, but it was clear that she wanted to keep the class average to a certain percentage, and points could be taken off for no reason.",2021-12-14 00:46:50
Sian Patterson,BCH210,"The professor seems like an amazing person outside of class but her teaching style is so unhelpful. Make sure you absorb every single word she says in lectures for quizzes, and I mean every. single. word. because she will pop the most random questions on there that she may have discussed for about 30 seconds in the whole lecture video.",2021-12-12 20:47:31
Sian Patterson,BCH210,"WORST professor ever had. Read off the slides. In one sentence, emphasize A and test B just to confuse you. Can't learn for quizzes with her lecture. I heavily depended on TA who was really nice and explained much much better than her. All Really indifferent, while other professors try to help, she ignores our voice of inconvenience she made.",2021-12-05 13:16:14
Sian Patterson,BCH210,"The more you listen to her explanations, the more confused you get. It sounds more like she's explaining things to herself than explaining things to her students.",2021-11-25 16:22:10
Sian Patterson,BCH210,Awful marker with no consistency.,2021-11-23 21:57:55
Sian Patterson,BCH210,she would not give an extension for anything in the class when i had covid and declared a week-long absence. i was sick for 1/3 of the time the assignment was available and she could not even be bothered to tell me to get well soon. she is rude and curt during office hours and discussion boards offering unhelpful explanations to questions at best.,2021-11-05 04:31:32
Sian Patterson,BCH210,The most ridiculous class and the worst lecture experience I have ever had.,2021-11-02 06:16:17
Sian Patterson,BCH210,"One of the most uncaring and rude professors I have ever encountered; if you need any accomodation regarding assignments/quizzes whatsoever, expect nothing, regardless of your circumstance. Lectures are ridiculously condensed and convoluted and quizzes test things she says in a split second. BCH210 is in dire need of a new couse coordinator.",2021-10-27 08:03:03
Sian Patterson,BCH210,Her assignments are way too confusing. Asks for the moon yet only gives you a page for details + images which means you'll be running out of space real fast. Marks these assignments for detail yet gives such little space to put those details in.,2021-10-22 22:41:13
Sian Patterson,BCH210,"Dr. Patterson is tough, but her class is very fair. Her lectures could use some work as they were hurried and convoluted at times, but if you pay attention to the tutorial and meticulously follow all grading criteria for the assignments, an A is definitely possible.",2021-10-14 20:04:04
Sian Patterson,BCH210,Don't interpretate things well and only read slides. A horrible class! She is not here for teach! Do not write down a single words even the content is abstract.,2021-10-01 05:11:30
Sian Patterson,BCH210,"Dr. Patterson is one of the most caring professors I've had so far at U of T. I find that students rate professors based on how well they were able to handle a course, not how well a professor taught them. Dr. Patterson seems so passionate about biochemistry and is so willing to take questions and help you understand the material.",2021-09-20 15:09:55
Sian Patterson,BCH210,"Tries very very hard to screw your grade in the course, dropping it had saved my GPA, take her if you want to have you want to fail the course by her impossible assessments intentionally",2021-08-11 15:24:46
Sian Patterson,BCH210,Worst professor ever had,2021-08-11 15:22:40
Sian Patterson,BCH210,"She is hard marker and wants students to do poorly, she also has a bad attitude towards students when students approach for help. Worst professor ever had. Would never take any course by her again. Avoid her",2021-08-04 20:02:52
Sian Patterson,BCH210,Terrible teacher. Quizzes were on the smallest details from lectures blink and you'll miss it type of things. Assignment grades were clearly told to be held to a specific grade. Couldn/t really excel with rng marking and the final. YOu do not see ur mark for the final and some how im supposed to believe the final brough me down 5 %,2021-07-08 14:15:19
Sian Patterson,BCH210,"Horrible and messy lectures. She never teaches anything relevant for exams making lectures useless to go to. Aher exams are brutal and unfair with 0 curves, tries very hard to screw your mark in the course. Worst professor ever seen. Never ask any questions cuz she uses passive aggresive tone with a disgusted expression on her face. Good riddance",2021-07-07 14:12:10
Sian Patterson,BCH210,She only reads slides in class and gives brutal exams. Worst class ever had at u of t,2021-07-02 01:07:00
Sian Patterson,BCH210,"This is just unbelievable. Worst attitude ever seen, she waste time in class for nothing.. Midterm averages were very low but the professor decided to give a very brutal final exam and curve everyone down. No adjustments were made to the majority of the class even tho many people did very poorly on final exam. Thank you for ending like this",2021-06-30 01:56:37
Sian Patterson,BCH210,"Truly the worst professor at uoft. The lectures are hard to follow and all relevant testable information is not on the slides. She failed to properly explain concepts and yet would make the quizzes difficult. The workload was insane: 6 quizzes every week, mandatory tutorial attendance, and biweekly projects. On top of this, she was rude af.",2021-06-12 21:20:24
Sian Patterson,BCH210,one of the worst profs i've ever had. clearly disregards student well being and mental health and refuses to admit there is a marking discrepancy between TA's. any regrade request is marked lower by her so avoid asking in the first place. avoid at all costs,2021-06-07 22:05:33
Sian Patterson,BCH210,"i don't understand all the hate she's getting, she was an amazing prof when i had her. her lectures were clear and organized. people come to university to get a good education not to get easy work. her class is only easy if you ask questions, review daily, and have a good mindset!!",2021-06-03 18:46:17
Sian Patterson,BCH210,"Lectures were fine, just a bit boring and confusing. The poor TA had to teach us everything during a 2 hour weekly tutorial. Quizzes you on every little detail. Didn't understand why we had lecture AND weekend quizzes. But I really enjoyed the written assignments we had to write and the topics that they were on (way better than tests imo).",2021-05-29 23:09:53
Sian Patterson,BCH210,"I'm taking BCH210 over the summer of 2021 and honestly it isn't that bad. Prof always makes sure to answer your questions on the discussion boards. Yes, she does seem to focus on tiny details in quizzes and BBQs, but fortunately, it's not worth that much. She likes short, packed, lectures, but is usually clear and concise.",2021-05-25 22:19:06
Sian Patterson,BCH210,"Going into this course, Prof. Sian Patterson's rating really stressed me out, but looking back, I find that taking the course with her was truly a great experience (especially since you can tell she really wanted you to learn - and I did). In order to get an A, focus more on the learning objectives and actually participate in tutorials. Good luck!",2021-01-14 17:31:36
