professor,course,comment,date
Jon Houseman,BIO1130,"Anything he mentions in class is fair game for midterms/finals. Is intimidating and gets annoyed easily when you ask questions, so I'd suggest referring to the text first if you can. GREAT lecturer though; very easy to understand. For keywords, focus on the crosswords and words related to those; don't just memorize each keyword individually.",2016-01-07 11:16:35
Jon Houseman,BIO1130,"Must go to class omg do not depend on the podcast. I relied on him posting it online, and I cried for the whole 16 hours I spent before the final exam watching all the lectures I missed. Just go to class and do the crossword.",2016-01-06 04:30:04
Jon Houseman,BIO1130,Dr Houseman's lectures were long but they could be interesting if you stay focused. Take notes for every single sentence he says in his lectures since his exams are basely mainly on what he talks about in class and the keywords/crosswords. Don't waste your money on the textbooks; you can get an A+ without them as long as you attend the lectures.,2016-01-05 20:45:21
Jon Houseman,BIO1130,"Dr. Houseman is a great lecturer, but is so cynical. Don't ask him a question in class or he'll make fun of you. He's a hard prof and is so picky when it comes to writing answers, but if you have to take him then make sure you have time to study for his class and prioritize it. If you can take this class in French then do so.",2016-01-05 19:46:13
Jon Houseman,BIO113O,"The man is a brilliant lecturer, however he gets super sassy if you ask stupid questions. If it's not a well thought out Q, he'll just sass you out. His tests were okay, but a lot of the time the definition questions were about things he mentioned like once, briefly in a lecture. On tests do fill in blanks 1st, then MC, then Defs, then Long Answers",2015-12-28 21:51:56
Jon Houseman,BIO1130,Let's settle in and start this review. Houseman is a great lecturer; his class is always interesting to listen to (unless it's the 3 hours on plants). The tests are difficult as there are many keywords to learn and only a few are really tested on in full. The labs for the class are great and they help your average. Best of luck!,2015-12-28 10:58:34
Jon Houseman,BIO1130,"You will learn a lot in this class. Do the crosswords (memorize them), do readings if you need  to solidify a concept, look @ old exams b/c he often repeats his mc. Keywords are the stupidest things but you must do them, just to be sure you know them all. He'll give you HUNDREDS for one exam and only test you on like, 5. LOL. Pretty funny though",2015-12-22 18:41:11
Jon Houseman,BIO1130,"Bad power points, often unclear, a total ass when people ask questions, likes making questions about seemingly minor concepts. Pretty impossible to do well but if you want to try - do readings before class, do the keywords, rewatch podcasts, start studying ages before the exam. Messed up marking scheme, hard exams-@ least he bell curves. AVOID!!!!",2015-12-21 17:12:04
Jon Houseman,BIO1130,"Awful,  no matter how long you study for get ready to fail. Tests are based on the most unrelevant keywords. Lecture notes are very unclear, his powerpoint are pictures and you have to do your own research. There are a million key words that he expects you to do. Never want to have another course with him.",2015-12-21 15:51:53
Jon Houseman,BIO1130,"Lots of material was covered. Found that memorization was valued over understanding (though he says otherwise). Make sure you do the crosswords! At least 20 pts of each test are drawn from them,  word for word.",2015-12-19 21:55:02
Jon Houseman,BIO1130,"Memorize his crosswords, they're given marks. Don't expect to get any marks for definitions or long answer questions unless you used the exact words he was looking for. Don't ask questions or answer questions in class, he's a good lecturer but he's mean and will put you down. He thinks he's above everyone...",2015-12-19 15:14:02
Jon Houseman,BIO1130,"Keys to A+: 1. Completely dissect his podcasts and take notes on EVERY detail 2. Memorize those notes 3. Do crosswords (free marks!) 4. Look at keywords to make sure you know them all, but DO NOT waste time writing notes for them. Everyone studies differently, but there's a very specific way to succeed w/ Houseman and this is what worked for me.",2015-12-18 16:35:29
Jon Houseman,BIO1130,"I found Jon Houseman to be a great lecturer. His course covers a lot of material, but he conveys it well and is a very captivating speaker. I found the lectures very interesting. The exams are tough though. There is always a couple curveballs on them. Also, don't buy his book Digital Diversity. Waste of money, never opened it once. ",2015-12-13 09:32:11
Jon Houseman,BIO113O,Hardest prof. I really tried for this class and didn't do very well. Brought down my average a lot but I guess that's what is expected first year. He really likes the subject but calls out people a lot. Be aware. And studying 20 hours isn't gonna get you the marks you have to be a genius!,2015-12-11 19:51:39
Jon Houseman,BIO1130,"Dr. Houseman provides excellent tools to ensure that you can learn the material. Lectures are recorded online, and he gives crosswords and summaries as well as textbook readings. The amount of material is huge but if you put enough work in, it's doable. Houseman can often be condescending, but the course is mandatory.",2015-12-04 17:37:11
Jon Houseman,BIO1130,"Good prof. Has really good lectures and he knows his material really well. His marking scheme is tough and you need to work hard, but you learn a lot.",2015-11-30 12:43:07
Jon Houseman,BIO1130,"Honestly if you want to do good in his class, watch the podcasts and take detailed notes as if you are writing a script. Memorize these notes. Also do the cross words!! You can pass the midterms by just doing the crosswords alone. Find as much previous midterms as you can and do those questions, since he reuses them  ",2015-11-29 11:23:08
Jon Houseman,BIO1130,Good lecturer. You must study off of what he says in class so take really good notes. Terrible human. Not approachable and very impersonal. ,2015-11-15 17:36:28
Jon Houseman,BIO1130,"Honestly the hardest cause I've taken in university, he gives an unbelievable amount of key words which are not of any use as the exam questions are centred around very specific details which only had one slide and maybe 1 minute of lecture time on. Good luck.",2015-11-11 21:42:13
Jon Houseman,BIO1130,"He's my favourite prof in my first semester of university. He's a great lecturer, but incredibly hard marker. Be ready to study and memorize. He's not the greatest person, personality-wise, and he is sometimes pretty rude. However, he's really funny, and he does care a tiny bit about your success. Do the keywords and the crosswords. DO THEM.",2015-10-26 00:53:35
Jon Houseman,BIO1130,Gotta study,2015-10-09 23:14:39
Jon Houseman,BIO1130,He's a great lecturer and he knows his stuff. But the class is very difficult for a first year class. Don't take it as an elective for the love of all that is good. Do the crosswords and try to understand all the key terms if you want to do well.,2015-10-04 18:41:51
Jon Houseman,BIO1130,"Worst teacher I've ever had. This is coming from a guy with straight As. That terrible excuse of a prof got me my first B.  ALSO, digidiv is WASTE OF MONEY. DO NOT BUY IT!",2015-09-11 23:37:19
Jon Houseman,BIO1130,"It's not that he's tough, it's more that there's a lot of material to cover. You NEED to keep up with and review everything in a timely fashion. The little details matter. Making study groups will definitely help for his class.  Also: he makes crosswords. THESE ARE ESSENTIALLY FREE POINTS ON TESTS. Make sure you do them for practice. ",2015-08-21 16:34:27
Jon Houseman,BIO1130,"Treat the details of the course content like you would when reading a novel, it's much easier that way to retain information and to really understand keywords. If you can't make a lecture, podcasts are super helpful. They can be slowed down to half speed to REEEALLY understand some of the tougher concepts! Prof can be harsh, take notes VERBATIM. ",2015-08-03 03:10:06
Jon Houseman,BIO1130,Take detailed notes (word per word) on what he says in class. His marking scheme is pretty tough. Be ready to memorize. I didn't make a keywords  list but rather studied the material like a story. good lecturer though! ,2015-08-02 12:20:35
Jon Houseman,BIO1130,"I think that his terrible personality is what I disliked most about him. He is cold, sarcastic, and has humiliated people in front of the class before if they did not use the quieter door to enter the lecture hall (especially if late to class in doing so). The 2 midterms and exam were not as difficult as they were vague in the questions they asked.",2015-06-18 11:49:08
Jon Houseman,BIO1130,He integrates student comments and short videos to make lectures more interesting. He's a good lecturer but a brutal marker. He will call you out on your stupidity if you answer a question stupidly and the only person that enjoys the course content is Houseman himself. He makes you buy Digidiv which is an online site for 2nd half and it's trash.,2015-06-15 23:28:12
Jon Houseman,BIO1130,At least he bell curves.,2015-06-14 16:11:52
Jon Houseman,BIO1130,"I loved Houseman's class! Lots of people complain about his marking, which, granted is tough, but I found it to be quite fair. Really funny guy, made lectures interesting with jokes and funny videos. I never touched the textbook or keywords, just did his crosswords and reviewed my notes, and came out with a decent grade. 1010 would take again. ",2015-06-11 18:13:52
Jon Houseman,BIO1130,"Definitely not an easy professor; his midterms definitely require practice, you should definitely go to the lectures, and read the textbook. However, he has a lot of resources to give you the practice he needs, the lectures are interesting, and are also recorded. So even though it's not easy, it is fun. ",2015-05-21 11:42:53
Jon Houseman,BIO1130,"Dr. Houseman knows his stuff (passionate about bio.).  Must watch podcasts at least twice before exams.  SPLIT keywords with a friend.  DO the crosswords.  Read his online extra resources.  Takes notes in class wt a laptop. Marking scheme is totally unfair and tough.  If that's a deal breaker for you, take equivalent of class in french if you can",2015-05-18 11:10:31
Jon Houseman,BIO1130,"Everyone complains about Jon Houseman but he is really not that bad once you get used to his teaching style. He puts up podcasts of the lectures which are helpful. Re-watch them and make notes on everything he says beside the slide and you're sure to ace the class. Also, do the keywords! Pretty good lecturer. Be sure to work hard!",2015-05-07 12:34:07
Jon Houseman,BIO1130,I have a lovehate thing with this prof. His exams are marked very harshly but if you study properly you should do well! Mutiple choice questions are from old exams and the crosswords. Fill in the blanks are all in the crosswords. Short answer questions are the keywords. Long answer questions are the hardest; incorporate keywords and be exact. ,2015-04-08 14:57:35
Jon Houseman,BIO1130,"At the time I took this class I thought he was a brutal prof, but looking back now I know that if I had actually put in a little more effort, this class was an easy A. His tests were basically regurgitating his notes, there were no  ""trivial"" or think hard questions.  So if you want to do well, do the crosswords, listen to podcasts, and memorize!",2015-04-02 21:52:06
Jon Houseman,BIO2135,"I've taken 2 courses with Dr. Houseman and he is one of the best lecturers iv had at university. he keeps his lectures very interesting, but he goes very fast and there is a lot of information in the hour and a half lecture. His exams are brutal, he's a very picky and stubborn marker. His courses require a lot of work!!",2015-03-23 13:23:09
Jon Houseman,BIO1130,His lectures were very boring and his exams were impossible. Over 200 students were failing his class and that just goes to show how horrible of a teacher he is. Would definitely not recommend.,2015-03-23 12:10:59
Jon Houseman,BIO2135,"Dr. Houseman gets a bad rap, which is very undeserved. Definitely one of my favourite profs. Use his resources, be prepared, and definitely as him questions if you're not clear on something! He is very intelligent and a phenomenal teacher! ",2015-03-22 14:24:14
Jon Houseman,BIO1130,"This dude is a terrible professor. If you ask for feedback he will just make you do the crosswords to learn terms, even if that wasn't your problem. Do everything you can to avoid him.",2015-03-13 14:29:27
Jon Houseman,BIO1130,"A clear cut memorization class. His tests are all from his classes or readings he specifically said to read. If you put off studying until a few days before  count on a D or a C. All in all, he's not the worst prof I've ever had although it felt that way when I was in his class. Do the readings, re-watch the lectures, you'll be fine.",2015-02-25 06:43:03
Jon Houseman,BIO1130,"After having two classes with him, the best advice I can give is to memorize everything. Use the keywords in your answers, go to classes, listen to podcasts or record lectures and listen to them again and read the book. Take very detailed notes and answer test questions exactly how he would answer it (based on the lectures). Did I mention memorize?",2015-01-24 21:29:19
Jon Houseman,BIO1130,he is only nice when he adds 10% to everyone's marks and u never know when he will do that. don't go to his office hours because he just spends his time telling you to go read the textbook or tell you to go figure it urself. Inconsistent in marking. Doesn't give marks on exams even though u wrote literally the same thing as his marking grid. ,2015-01-19 22:45:35
Jon Houseman,BIO1130,"OMG rude rudre rude. not impossible to get a good grade unless you have 4 other classes, or not even. just work hard for it. he scarred me for life i don't want to do bio anymore. I'm taking bio1140 and scared to death thanks to him ",2015-01-19 00:13:24
Jon Houseman,BIO1130,"Houseman is a very tough grader.  Unless you have houseman's brain OR happen to be a mind reader OR just-so-happen to study the questions he asks, you will do terribly on that section. Unfortunately for you, he is the only prof at uOttawa who teaches the course, so if you decide to go here, prepare to study like you've never studied before.",2015-01-13 22:07:56
Jon Houseman,BIO1130,"Okay so here's the deal. The way he teaches it makes it an extremely tough first year class. The way that he goes over the notes in class makes it hard to connect the dots. And truth is unless you study specifically it is really hard to get above a B. It isn't impossible no, but with ambiguous study techniques you will need to put in A LOT of work.",2015-01-13 15:20:07
Jon Houseman,BIO1130,"""Worst prof save yourself attend another university"" The same comment already exists in our records for this professor, so please enter new comment.",2015-01-12 14:55:06
Jon Houseman,BIO1130,Worst prof take it at another university please save yourself!!!!,2015-01-12 14:53:22
Jon Houseman,BIO1130,"Okay lets get settled in, get started. Houseman has a lot of rumours surrounding him but he is a good guy. It is crystal clear how hard his course is and he tells you in his course guide. A word of caution, key words are only part of the deal. You need to read and re-watch his lectures because otherwise you will suffer. Enough Said. ",2015-01-12 13:01:52
Jon Houseman,BIO1330,Extremely ambiguous exams and midterms. Almost as if expected to mind read what he wants you to say. The lectures are very clear and podcasts are always available. ( Beware of times where he shuts off the recording to mess with people that don't show up to class) Make sure you read the webpages on each of the lectures thoroughly!,2015-01-09 12:56:11
Jon Houseman,BIO1130,"Is in love with himself and his own voice. Labs and homework are easy. Hard marker as he is very specific, and there is a large volume of material in the course to cover and it's not clear what and what not is important. It defaults to 'everything I say is important'.   Podcasts are the most useful. Passing the class is not too hard. ",2015-01-09 12:53:34
Jon Houseman,BIO1130,"Houseman is an amazing lecturer, but his midterms and final are brutal. Do not focus on the keywords, but make sure you do the crosswords, it will help you on the fill-in-the-blank. Almost all of the answers to his assignments are online. Go over the podcasts and remember to work smart, not hard!",2015-01-06 01:21:37
Jon Houseman,BIO1130,"Brutal marker, unless you can read his mind you will get no marks on short answer, so to do well you need to get every multiple choice and fill in the blank correct. ",2015-01-05 20:44:16
Jon Houseman,BIO1130,"Amazing lecturer! However, he is not very helpful outside class. Fill in the blanks are taken from his Crosswords. Keywords help with definitions but DON'T FOCUS ON IT; they're NOT everything. Focus instead on making sense of all the info given to you; organize them into your head like one big story; this will definitely help for long answers",2015-01-05 19:18:07
Jon Houseman,BIO1130,"Interesting class but he acts like a jerk when people ask questions and promotes himself too much. Incredibly tough marker, you have to get the precise words he wants or you get zero. Labs and assignments are easy but tests are tough. Wouldn't recommend.",2015-01-05 18:40:39
Jon Houseman,1130,"Worst prof ever. If you want help from him, forget it. Very unreasonable. If you don't have that one word in a question that he wants you will get a 0. ",2015-01-05 15:03:29
Jon Houseman,BIO1130,Terrible marking scheme !!!!!!  He only looks for specific word and it doesn't not matter if you have explained it and wrote as much as you could to clear your point. He searches for that specific stupid word! ,2015-01-05 00:14:46
Jon Houseman,BIO1130,"Yes, Houseman is a tough grader and his marking scheme is extremely specific BUT he is a phenomenal lecturer and will teach you 95% of what you need in class.  Tips to succeed: make notes primarily from the podcastslectures, do crosswords a couple times (free marks!), and only do the keywords that you don't know. ",2015-01-04 22:02:01
Jon Houseman,BIO1130,I generally have a good memory and can memorize lots and I've heard that this class was all memorization. Houseman goes into so much detail on so many things and only tests us on a small portion of the material and expects us to remember it all. There were also over 400 key words on the final (which wasn't cumulative),2015-01-04 21:45:52
Jon Houseman,BIO1130,"He's not as bad as people claim. Yea he;s tough with his midterms and exams but if you really make good use of all the resources he gives you and actually put in the effort for the big work load, then a good mark is manageable! focusing on HIS explanations for key concepts worked best for me since he basically decides what the ""correct"" answer is. ",2015-01-04 17:25:43
Jon Houseman,BIO1130,"Yes, what everyone says is true. Houseman is TOUGH. However, it's not as bad as people make it out to be. Split your keywords up with friends, do the crosswords, fill in your notes with the podcasts and you'll be fine. This class is a lot of work, and the final is definitely overwhelming so do well on your labs, midterms and assignments. ",2014-12-22 13:10:03
Jon Houseman,BIO1130,he is a big no no but you have no choice because he is the only one who teaches this course. Most pickiest and toughest marker! Go to his lectures and listen to his prodcasts BUT google and yahoo answers helped me out way more than he did so don't depend on his ridiculous digital diversity and dont memorize the key words understand his lectures!!! ,2014-12-19 21:57:37
Jon Houseman,BIO1130,"The material is really interesting, but his class made me dislike bio. I really liked biology in high school. He is rude and it seems like he is constantly trying to promote himself and how ""great"" he is. The tests are somewhat fair but he only accepts answers if they're worded EXACTLY how he'd word them. ",2014-12-17 13:16:47
Jon Houseman,BIO1130,"In the past I've had teachers who I didn't learn a ton from during class, so I was ready. However, it seems like its really difficult to do that, since there aren't a ton of clear resources you can use. Considering how huge the textbook is, I was hoping it'd be more resourceful, and his book, 'digi div', which he just promotes like a new mix tape.",2014-12-16 20:08:26
Jon Houseman,BIO1130,"I have never in my life felt like such a failure. He's very rude and don't try to ask him a question cuz he will make fun of you. Don't take this class unless you have to. Too much material try your best on labs and assignments. You have to basically speak ""his language"" or you fail, if you don't write exactly what he THINKS is right,then its wrong",2014-12-16 12:17:09
Jon Houseman,BIO1130,"First thing: this guy is an ass. He will cut you off midsentence to make fun of you. Next, he really knows what he is talking about. Good lectures. But that doesn't really matter, he is incredibly unclear as to what he wants you to know, and if on tests you have a right answer but not his, you get no points.",2014-12-16 08:29:35
Jon Houseman,BIO1130,"Although the course seems alright at first, it becomes increasingly difficult. Midterms are primarily based of his online crossword puzzles rather than the lectures... HE is extremely difficult to understand in terms of language use. No direction, and a lot of information to know. Good luck to anyone who has to take this his course... ",2014-12-15 16:47:12
Jon Houseman,BIO1130,Do well on  midterms and labs cause there is way too much information to study for the final which he does not even mention in his lectures. Don't take this class if  you are not required to,2014-12-15 14:19:10
Jon Houseman,1130,"Incredible amount of material to memorize. It's more like two courses in one and the last bit is huge, so huge that he can't get through it all in class. All part of their plan to fail as many people as possible. Worst course ever so take it elsewhere if you can. Believe the rumours. It is just plain awful and not worth the unnecessary stress.  ",2014-12-15 10:48:41
Jon Houseman,BIO1130,"Houseman is an ok lecturer who gives you the slideshows to annotate beforehand, the issue being that anything out of his mouth is considered testable, yet at least half of the exam content has never been touched in class. Need to work through the mountain of readings and keywords  crosswords to hope to pass this very information dense class.",2014-12-14 19:39:47
Jon Houseman,BIO1130,"It's hard to study for this course because he dumbs everything down so much during the lecture, but expects so much on the tests. The marking scheme is ridiculously specific, and part marks are difficult to get. He's super sassy. ",2014-12-12 21:02:46
Jon Houseman,BIO1130,"He is proud to show people that he is smarter then you. Doesnt give part mark, he want a perfect answer. Usually the highest range of grade is E and F. But, he like to take these two category out to do the class average, so it's not under 55%. wouldnt take that class if it wasn't needed.",2014-12-11 15:45:34
Jon Houseman,BIO1130,"Dr. Houseman gives interesting lectures, although they feel long. He is well organized and gives decent feedback, even though he is a hard (but fair) marker. He really wants students to succeed and is interested in good teaching methods and suggests many different methods for studying including vocab lists with crosswords and interactive diagrams.",2014-12-09 16:38:22
Jon Houseman,BIO1130,"The rumours are true! He is indeed a tough grader. If you do not like organismal bio, you won't be liking this course one bit. The labs help boast your grade, and he does bell curve the midterms. He gives lots of resources (if you have the time) to do well. He is funny during the lectures but a little intimidating outside of class.",2014-12-07 00:47:09
Jon Houseman,BIO1130,"Might as well get settled in and get started on this review. Great lecturer. but very long as well. Main issue is with his tests. The questions themselves are very fair, but his marking scheme is too specific for an information based course. Even if the answer is correct, if it was not in his marking scheme, you won't get any marks for it.",2014-12-04 19:31:55
Jon Houseman,BIO1130,"- Gives Great Lectures, be prepared to type notes.  - Midterms are challenging, multiple choice is pretty much eenie-meenie-miney-mo game - Don't bother asking him for help, he won't even look at you or cut you off mid-sentence to make fun of you - Grading is horrible, expect B.S points taken off - keywordscrosswords help - Not recommended ",2014-12-03 10:37:32
Jon Houseman,BIO1130,"Like any first year class, you'll need to do a lot of adjusting. My advice, try to go to every lecture, go over each podcast a couple of times before the midterm and screw the keywords. Unless you plan on staying ontop of it the whole semester and splitting it up, just give up and memorize the crosswords. ",2014-12-02 21:08:39
Jon Houseman,1130,Very difficult midterm examinations. Crossword are a key to success.,2014-12-02 10:36:13
Jon Houseman,BIO1130,Tough class,2014-11-24 19:23:02
Jon Houseman,BIO1130,Like any Science course you will have to work for a good grade but all tests and exams are fair despite the large amount if content. Not an extremely approachable professor but not bad to speak to one on one when you have a specific question.,2014-11-24 12:01:14
Jon Houseman,BIO1130,"YOU WILL NOT PASS THIS COURSE IF ALL YOU DO IS GO TO CLASS AND READ THROUGH YOUR LECTURE NOTES. HOUSEMAN IS A HORRIBLE PROF. HIS MARKING SCHEMES ARE VERY SPECIFIC. VERBATIM IS NECESSARY TO SUCCEED ON TESTS. NO LEARNING TRULY HAPPENS IN HIS CLASS. GOOD LUCK IF YOU HAVE TO TAKE THIS CLASS, OTHERWISE, DO NOT TAKE IT FOR FUN BECAUSE YOU WILL REGRET IT.",2014-11-20 17:54:09
Jon Houseman,BIO1130,"Houseman, without a doubt, is a great speaker; however, the content on the exams, and his marking schemes, are unfair. Exams are full of questions which have little to no relevance or importance to the topics he covers in class, and his marking scheme is so specific that you can't get an answer right unless it is verbatim to what he thinks is right",2014-11-19 14:56:19
Jon Houseman,BIO1330,"Midtermsfinals are killer. You'll have to memorize all keywords and read the online notes and the ones you made in class and do the crosswords and glance at the extra resources he throws at you. Even then, your good grade is not guaranteed.   You have to force yourself to pay attention in his  class too; he talks in such a monotone.",2014-11-16 19:22:55
Jon Houseman,BIO1130,worst prof so far,2014-11-16 14:26:31
Jon Houseman,BIO1130,"This class is tough but really interesting. Show up ready to listen and take good notes. Houseman has a class website with great resources for you to use. He has set this class up to be challenging, but has made great effort to provide everything for you to succeed. You just need to take responsibility and put the work in. ",2014-11-08 10:11:22
Jon Houseman,BIO113O,he is very though grader ,2014-11-07 19:43:59
Jon Houseman,BIO1130,If you make it through the rest of university is easy.  ,2014-11-01 20:01:52
Jon Houseman,BIO1130,"Houseman is an amazing lecturer, you definitely will not fall asleep in his lectures. But he is a legendary hard marker, expect really low averages. He is nice enough to slightly bell curve midterm marks, but he really could care less whether you fail or pass his class. I definitely suggest re watching pod casts and memorizing what he says!",2014-10-27 19:49:02
Jon Houseman,BIO1130,"Great prof. Taking another of his courses for sure. Really funny guy, and gives a lot of chances to get a good grade. ",2014-10-27 18:41:30
Jon Houseman,BIO1130,"Basically, houseman has great lectures and he's pretty helpful. The lectures are hilarious but cover almost nothing on the exam. So you MUSTS READ THE TEXTBOOKS. And also, A REAL MID-TERM KILLER!!!! He has tons of keywords, which you have to remember because they will definitely appear on the exams. Mid-terms feel like filling up a dictionary.  ",2014-10-21 16:15:26
Jon Houseman,BIO1130,"Everyone keeps saying memorize the keywords... Don't! It's pretty easy to deduce which key words will be on the midterm based on how much he talks about certain things in class. If you try to memorize you will learn nothing. There are HUNDREDS of key words. Not worth it to try to memorize em all. DO the crosswords though, he reuses clues on tests!",2014-07-02 22:53:26
Jon Houseman,BIO1130,"'Okay, let's all get ourselves settled in and get started!' This is the line that will be imprinted into your brains after watching the podcasts. Overall, a really heavy workload, midterms are killer, but in all fairness, Dr. Houseman provides us with pretty much every and any resource we will need for this course on his website. Too many keywords!",2014-04-18 23:39:13
Jon Houseman,BIO1130,"TBH the podcasts do have their benefits, but they make u lazy to attend class and u end up watching them the night before the midterm absorb so much info. THe amount of material u need to know is RIDICULOUS! He is a very picky marker but everything on an exam has been covered. Expect to be a B or C student if u start studying 2 days before an exam.",2014-03-25 01:24:32
Jon Houseman,BIO1130,"A lot of the time i would attend his lectures and something would sound not quite right, after further research it turns out he was over simplifying and giving incorrect info. This course is not for those who like to understand rather for those that just memorize everything and regurgitate. Hated this class despite interest in the topic.",2014-02-23 20:29:58
Jon Houseman,BIO1130,A true intellectual. An amazing lecturer and educator. Other professors should attend his class to see what impeccable teaching looks like. His class is a lot of work but it's simple - work hard = you will be rewarded with a good grade. Very interesting course especially for a first year class. Dr. Houseman makes it's absolutely worthwhile.,2014-01-24 10:11:20
Jon Houseman,BIO2135,I thought he was a great prof. I only took BIO2135 because of him,2014-01-23 15:10:43
Jon Houseman,BIO1130,"Houseman is a great lecturer. He gives lots of chances, especially with his fill in the blank that you can get the answers from his crossword. The exam is very difficult so try and do as best on the midterms as you can't. This is not the easiest course but he isn't a mean guy the course is just hard and people tend to not study.",2014-01-16 12:37:50
Jon Houseman,BIO1130,"Awesome website! Sassy but I loved his quirky ways. He was quite funny and entertaining. Lots of material to cover, very interesting! Do the crosswords and reading on his website. Don't stress to much about the keywords, use them to test yourself.",2014-01-12 18:39:25
Jon Houseman,BIO1130,BEST PROF EVER(BEING SARCASTIC),2014-01-09 14:35:15
Jon Houseman,BIO1130,"Do the key words and crosswords. Don't leave the keywords till the end = bad idea. Do the reading on his site they are helpful for exams. Do the past midterms, many m/c are repeated. Not a hard class to pass if u understand the material he discussed in lectures. Podcasts are very helpful to reviews material. Not as scary as people say",2013-12-31 14:05:33
Jon Houseman,BIO1130,"Dr. Houseman is a really great prof. He keeps the material interesting and he is quite entertaining. He's a great lecturer but the course is quite a lot of work. Make sure you stay on top of notes , don't fall behind. DO THE CROSSWORDS AND KEYWORDS! Review the podcasts. He tends to drop off marks on midterms to improve the class average. Good luck!",2013-12-31 11:49:06
Jon Houseman,BIO1330,"Great lecturer - but talks too fast, hard to take down notes. Podcasts help with the missed information but make sure to take the important notes IN class. Keywords are a pain, should start them early but to study - should go through the ppwts in order and memorize the keywords as you progress. Split up the keywords. Midterms & exams are tough.",2013-12-27 20:14:41
Jon Houseman,BIO1130,"Interesting lecturer, but a rather hard grader and midterms/final is incredibly hard. 1/3 of the course (of ~1000 students) failed, with a grade under 50%. Not normal if you ask me. Lectures and podcasts help A LOT.",2013-12-22 01:34:59
Jon Houseman,BIO1130,"Excellent lecturer! Assignments are infrequent and easy, just google the questions. Labs are stupid easy. Midterms/final were challenging. Do crosswords and you're good for MC + fillintheblank, but for definitions and long answer, you need to guess what key points he wants you to say. Do keywords well in advance. DO NOT PROCRASTINATE.",2013-12-21 00:17:52
Jon Houseman,BIO1130,"Overall a really good prof, he's a really good lecturer and makes his lectures fun. Sometimes, he strays from the topic but other than that, a great prof! I found him somewhat picky in his marking scheme for midterms and finals but if you study hard, you can do well. Crosswords help a lot. I didn't use the textbook even once during the semester.",2013-12-19 22:17:25
Jon Houseman,BIO1130,"Easily the best lecturer I've had since starting here. He's pretty arrogant (especially speaking to him one on one), but as a teacher at the front of the class he was great. Interesting lectures, material, and funny lil stories. Don't piss him off, he'll rip you a new one in front of the whole class. Textbook, crosswords, and keywords all helpful!",2013-12-19 12:58:38
Jon Houseman,BIO1130,"The best lecturer in first year, also the hardest class in first year... If you can get through this, you can get through any other first year course. Wasted $150 on the textbook, never opened it. Re-watch lectures. For midterms & final I just mastered keywords and crosswords. Midterm 1 class average: 59 Midterm 2: 54 Goodluck!",2013-12-19 11:18:20
Jon Houseman,BIO1130,"very precise and great lecturer. He can be a bit picky with tests, but nothing to worry over. Do the crosswords over again and keywords, everything will be okay.",2013-12-13 21:21:54
Jon Houseman,BIO1130,"Houseman has a terrible rep at uOttawa, but I'm not really sure why. Yes, he has difficult tests and midterms and there is a lot of work to do in order to do well in the course, but that would be the case regardless of who the prof was. I found him to be quite approachable and helpful and he gives you access to everything you need to do well.",2013-12-11 02:29:01
Jon Houseman,BIO1130,"The tools that he provides are quite useful. I loved that he had podcasts if you missed class. Like others said, do the keywords/crosswords. Those two things will help you greatly on the midterms/final. The concepts are not complicated and he makes the class interesting. Textbook was not used but you may need it for BIO1140.",2013-12-08 21:13:24
Jon Houseman,BIO1130,A good lecturer with some really difficult midterms/finals. He rushed the material near the end though.  Read up on the material beforehand or after class or you'll be bogged down by the amount of material he goes through. He also can't spell to save his life so his keywords/crosswords have all sorts of errors.,2013-12-07 19:31:30
Jon Houseman,BIO1130,"Great professor, amazing teaching tools, and can make lectures very interesting. The amount of effort he has put into the course is outstanding. Tests are tough but with the correct studying they can be done well. Don't buy the text book, not used at all.",2013-12-06 11:38:18
Jon Houseman,BIO1130,"Houseman knows his biology and he can teach. Explains things well and his website is very useful. That being said, the amount of information you're required to learn takes away from the learning experience. Pure memorization. Also, he's the most anal marker you'll ever encounter!",2013-12-04 17:04:57
Jon Houseman,BIO1130,"Don't even bother asking him anything. Pretty good presenter though. Don't buy the book, nobody uses it. Such a waste.",2013-11-28 22:56:40
Jon Houseman,BIO1130A,"Dr. Houseman is awesome! Sure, he can be pretty scary to approach one-on-one, but he puts A LOT of effort into teaching. He's engaging; his website is very helpful, and the podcasts are a god send. I'm not the biggest fan of the exam format, but everything else 100% makes up for it. Take his class; he'll be your best 1st year professor, guaranteed.",2013-11-28 11:48:09
Jon Houseman,BIO1130,"""Okay, we might as well get ourselves settled in and get started"" is all that will truly sick in your mind. Just kidding, it is a great course and Houseman does a great job explaining all the key points. Its a lot of material so it moves quickly but just do the crosswords before examples and its easy to figure out the key points to study.",2013-11-20 21:36:31
Jon Houseman,BIO1130,"This guy is obsessed with bugs..Has pretty intersting lectures Def should rewatch the lectures,",2013-11-09 20:55:05
Jon Houseman,BIO1130,"HIS MIDTERMS ARE BRUTAL, BUT HIS LECTURES ARE VERY IMPORTANT.",2013-10-26 16:03:36
Jon Houseman,BIO1130,"A very good lecturer, I'd say definitly go through his podcasts (it will save alot of time!!) instead of searching all over the internet for keywords (his lectures explain them well enough), also his lectures explain other concepts so podcasts are very key** make sure get everyword in class !! because his Tests are specific/difficult **",2013-09-14 18:45:43
