school,professor,course,comment
University Of Toronto,Benjamin Wald,PHL380,Great lecturer! Really helped my understand concepts in the course.
University Of Toronto,Benjamin Wald,PHL380,"Nice guy, approachable, really great insights into material. Would take again!"
University Of Toronto,Benjamin Wald,PHL395,"Extremely harsh marker, doesn't really explain concepts well in class. Not recommend for anyone who hasn't taken that many philosophy classes."
University Of Toronto,Richard Derryberry,APM346,This is his first time teaching this course. He normally goes really fast and many people in the lectures are lost and can't copy what he wrote quick enough. What he needs to do is to explain better. Also he tends to go off on tangents during office hours when you ask him to solve something simple so make sure to yell at him to stay on course.
University Of Toronto,Richard Derryberry,APM346,"i do not even know how such a loser gets into uoft !!!! worst professor i have ever had for my years in this university across all subjects. no explains or guidance was given over the semester. and he assumes everyone in PDE has a physics are majored in physics, which is ridiculous!!! he surely does not know how to teach and how to learn !!!"
University Of Toronto,Richard Derryberry,APM346,"He doesnt explain any concepts at all or try to let you learn something from lecture but just read off, and the final exam is much harder than term tests. Past exams from other profs are completely different from his. So hurt after seeing the final grade:("
University Of Toronto,Richard Derryberry,APM346,Worse prof ever... read notes without explain. Test concept never taught.
University Of Toronto,Richard Derryberry,APM346,"i cannot believe that UofT let him to teach a third year course. he is a true note reader. his lectures are super boring. he provides no explanations and no insights whatsoever, just read and copy through the textbook. no students understand the course materials unless they learned similar materials in physics classes. he gave hard test questions."
University Of Toronto,Richard Derryberry,MAT244,Good lecturer given the amount of content required to teach. You can tell he takes alot of effort to teach us well. The material is quite difficult to follow without doing pre-class readings. He follows the book closely. I would've liked to see solved examples outside the book (since I can always refer to the book when needed). But good overall!
University Of Toronto,Richard Derryberry,MAT244,"I dont understand what a lot of the other students here are talking about. I've taken him in the first semester of 2019, by far the best MAT244 tutor. He follows the textbook closely, and the pace of his lectures are on par with what the course requires. He might have improved alot this semester, im not sure. I'd be happy to take his course again."
University Of Toronto,Richard Derryberry,MAT244,"Really fast. He clearly has no idea what level students are at (for instance casually doing partial derivatives w/ no explanation, which few students have ever seen before). Writes endless notes with little/no explanation. Class is a total waste of time."
University Of Toronto,Katherine Daignault,MAT302,"Just never wanna see her again in my life, worst prof ever"
University Of Toronto,Katherine Daignault,SAT257,Worst prof I had at U of T. DO NOT CHOOSE Katherine for STA257!!!!! !!!!!! !!!!!!
University Of Toronto,Katherine Daignault,STA220,"Very difficult. DO not take with her. Made me hate anything to do with stats and. Did not teach well, lectures were only a summary of modules and did not solve questions that were reflective of the difficulty of the tests."
University Of Toronto,Katherine Daignault,STA220,"Textbook not mandatory, but you'll need it to prepare for her brutal tests. The lecture material will *not* prepare you for tests - don't like the assignments fool you. Need to ask a question? Don't expect any good responses from Piazza, where she only offers one line answers and sometimes with condescending language."
University Of Toronto,Katherine Daignault,STA220,Course was extremely disorganized. Students required to self teach through posted videos and clarify trouble topics in class. This was extremely overwhelming and midterm was tough. The final (all MC and TorF) was even worse than the midterm. The course was also not curved in any way. Professor was pretty good but course evaluations horrible.
University Of Toronto,Katherine Daignault,STA220,"Because this was a flipped course she struggled a bit with organization, but when you ask her questions she is extremely helpful!! She is super friendly and really cares about her students! She made her questions very fair if you actually studied and paid attention in class. Great prof overall!"
University Of Toronto,Katherine Daignault,STA221,Not too bad... very nice and responsive. Her tests are a bit hard but the assignments are extremely easy.
University Of Toronto,Katherine Daignault,STA221,"The single biggest thing is her lack of empathy and communication skills with students. She leaves passive-aggressive comments and short answers on Piazza. She blames students whenever there's an opportunity to. She plays the victim when students need help. Instead of taking the time to listen and consider concerns, she deflects. It's pitiful"
University Of Toronto,Katherine Daignault,STA221,this prof is the laziest thing I've ever met. Honestly she should go back to how-to-become-a-professor school. I'd personally like to thank the textbook for my success in this class.
University Of Toronto,Katherine Daignault,STA221,"The professor is juts reading her slides, so it is boring. However, you need to go to class just to have participation mark. This class would have been done in 2h, totally unuseful blablabla from the teacher... I do not recommend at all."
University Of Toronto,Katherine Daignault,STA257,"She is a ppt reader, totally waste of time to attend her lecture. Always made mistakes in quizzes, quite rude to students. Worst professor I have ever seen."
University Of Toronto,Katherine Daignault,STA257,Her question is so strange. I understand every word in her question but I dont understand the question. Her ppt content is very simple but the exam content is very complicated
University Of Toronto,Katherine Daignault,STA257,Taking this course is the worst experience in uni and I received the worst grade that I have ever got with no surprise. This is the only course I feel like hard-working gains nothing in the end.
University Of Toronto,Katherine Daignault,STA257,"This course really require a lot of efforts. I would say the quality of the pre-recorded videos is high. Her lectures are pretty detailed and very helpful for quizzes and exams. I really enjoy learning new statistics knowledges in her class. (The participation requirement is a bit annoying, especially for people living in other time zone like me. )"
University Of Toronto,Katherine Daignault,STA257,All of her test questions are extremely ambiguous. She takes forever to mark the tests and takes a long time to respond. Has double-standards.
University Of Toronto,Katherine Daignault,STA257,Test questions are pretty hard.......
University Of Toronto,Katherine Daignault,STA257,"I would be lying if I said I had a remotely fruitful or engaging learning experience from STA257. Quizzes were clearly worded with the sole intention to spark confusion, lectures were simply a regurgitation of the slides and the overall class environment was one in which any wrongdoing could only be on the part of students and not Prof Daignault."
University Of Toronto,Katherine Daignault,STA257,"Just don't take this if STA257 is not mandatory. The pre-lecture videos are just reading slides and the lecture is mostly-repeating slides -- but in a faster way. If you do need to take STA257, I recommend you to take the summer section. Tests are really hard compared to what she teaches. Quizzes are time-intensive and need lots of work. GPA killer"
University Of Toronto,Katherine Daignault,STA257,"Everything she does comes from a good place, and the lectures are quite good, but ""overkill"" might be the most appropriate word to describe how the course is coordinated. Have that being said, the course overall is NOT hard, and here is the most important part: I started STA257 loving stats, and I finished STA257 still loving stats."
University Of Toronto,Katherine Daignault,STA257,"Her final redefines hell, thats all Im going to say"
University Of Toronto,Katherine Daignault,STA257,Why would she not correct the slides in a PRE-RECORDED lecture!? How lazy can one be? Also why would she not post the annotated slides after the lecture is done!? These are just basic things she could improve on apart from the inaccessibility and mediocre lectures. The slides are all empty when you want to review for the exam to cross-check.
University Of Toronto,Katherine Daignault,STA257,Worst prof ever. The assignment is to make multiple choices for her future use.
University Of Toronto,Katherine Daignault,STA257,She clearly put a lot of effort into the class and seemed to care a lot. I personally found the forced attendance and the participation marks annoying(which didn't even have a clear marking criteria until very late into the course). Just leaving this here incase all the reviews from before are scaring you from taking the course with her.
University Of Toronto,Katherine Daignault,STA257,"Had such a traumatic experience in STA257, I really wish I had listened to what rate my professor and raddit posts said about her... Run as far as you can"
University Of Toronto,Katherine Daignault,STA257,"The median for the test was 52. This isn't a measure of the students' competency, but solely a reflection of prof. Daignault's absolutely pathetic teaching style. I hope you're not compelled to take her as I was. My sincere condolences to her future employers."
University Of Toronto,Katherine Daignault,STA257,"Worst prof I had at uoft as a math specialist. Both bad at explaining and testing Most disrespectful thing is giving us an assignment where we literally just make more multiple choice questions for her to use for her next year class, like seriously why do we have to design your course for you just because you, as a TEACHING STREAM professor, cbf to"
University Of Toronto,Katherine Daignault,STA257,"Avoid her if possible, worst prof I've had in uoft. Lectures are useless, reads completely off of her slides. Weekly quizzes are weirdly worded. She simply doesn't care about students."
University Of Toronto,Katherine Daignault,STA257,"Her lecture is literally just reading from the slides, will not admit her mistakes during the lecture, and definitely does not know how to write proof rigorously. She will not answer the students' questions and literally ignore our questions. Tests are way harder than questions in lecture. DO NOT TAKE HER!!!!!!"
University Of Toronto,Katherine Daignault,STA257,I gave 1.0 because apparently RMP does not allow me to give 0 or below. Tests are difficult while lectures are useless.
University Of Toronto,Katherine Daignault,STA257,"I was actually looking forward to this course but Katherine absolutely ruined it. Why would someone teach stats if they're clearly not interested in the students' learning process?? The probability of you enjoying the lectures is 0. Just read the slides rather than watching the long, boring videos, as that's basically what she's doing."
University Of Toronto,Katherine Daignault,STA257,Reviewing for the test is useless. Prepare to die.
University Of Toronto,Katherine Daignault,STA257,"Extremely difficult test, easy examples in class. Well done, Katherine!"
University Of Toronto,Katherine Daignault,STA257,"Overall an odd prof.. Lectures are clearly done while reading from a script. On many occasions she'd repeat herself without realizing it. Didn't allow mic access during office hours.. Overall lectures are kind of boring and not very engaging. She's nice enough, and tests are graded somewhat leniently, but I just didn't feel like she's engaging."
University Of Toronto,Katherine Daignault,STA257,"I love statistics, but this course feels more like a chore than a learning experience. The only reason to attend lecture is to get the participation mark and do the unnecessary quiz at the end. There is heavy pre lecture prep and needless synchronous lectures with little value to add to the independent prep. The lectures are boring and repetitive."
University Of Toronto,Katherine Daignault,STA257,Don't take her
University Of Toronto,Katherine Daignault,STA257,Recommend her to take CSC165 first. Always write proof informal.
University Of Toronto,Katherine Daignault,STA257,"To be honest, her lecture is fine, but the quizzes are sucked, when she wrote the quiz, only Gods and her know what the hell is she doing, and now, only gods know. Her quizzes always appear with some ambiguous options. I wouldn't take this class If it weren't the necessary crouse for my program, and I will Never ever choose her class again."
University Of Toronto,Katherine Daignault,STA257,Lazy. We have to watch close to 1-2 hours of videos before class and then she goes over everything in a hurry. Does not often explain the intuition behind certain statistical theories. Her course is poorly designed.
University Of Toronto,Katherine Daignault,STA257,"I dont know why everyone is so harsh on her, shes being sweet and as a newer prof shes doing well!"
University Of Toronto,Katherine Daignault,STA257,She deserves a 5/5 from me because she accepted my last submitted term test:)
University Of Toronto,Katherine Daignault,STA257,"I think the previous posts say it all but, in general, not a very good prof. She teaches fairly decent but the logistics and outside of class aspect is what weight the most. In my opinion, she just doesn't seem like she is prepared to deal with the students, and usually her quizzes/tests are unrenamable in terms of time and content."
University Of Toronto,Katherine Daignault,STA257,"I will repeat three times: avoid her, avoid her, avoid her!!!!!!!! If you don't want to have mental health problems or having a headache every single day."
University Of Toronto,Katherine Daignault,STA257,"She never answer emails, The length of preparation is the same as lecture hour"
University Of Toronto,Katherine Daignault,STA257,Insensitive comments when responding to students. Refuses to listen to students needs and does not troubleshoot. Blames students for her own mistakes. Condescending tone and passive aggressive comments. Numerous errors on quiz and yet does not admit her mistakes. Honestly just fix them and move on.
University Of Toronto,Katherine Daignault,STA257,"Katherine is amazing. Stats department teaching staffs can often be unclear and disorganized, but Katherine teaches very well, and makes difficult concepts straightforward, even when it is a tough course and it is very easy to teach badly."
University Of Toronto,Katherine Daignault,STA257,"Extremely hard test. Test materials are not really related to the courses, it is much much harder."
University Of Toronto,Katherine Daignault,STA257,"Worst prof. At the beginning of term when the class really disliked her I kind of felt bad, but by the end of term I also can't stand her anymore. Slide reader, lots of typos, cannot answer questions asked in class, unreasonable exams. I learned more from my tutorial TA.. However, could not avoid because there's only one session of this class..."
University Of Toronto,Katherine Daignault,STA257,"I cant say she is a teacher... Many typos in the slides and she even cant do calculation correctly. I have never thought math and sat be that hard. Though I got A+ in the end, I still dont like her lectures. I have done all the practice she assigned in the textbook, but the coefficient of correlation between practice and exam is 0:)"
University Of Toronto,Katherine Daignault,STA257,"I got an A, but she is the worst prof I have ever had. I never go to the lecture, but I think that is the reason why I can get an A."
University Of Toronto,Katherine Daignault,STA257,Absolutely horrible. Lectures were meaningless and the final was much harder than the usual course materials. She fits nicely in the horrible stats department at UofT.
University Of Toronto,Katherine Daignault,STA257,"Bad lecture, slides reader. And refuse to help. Worst prof Ive seen ever. I got A in all other second year course except for this one. Her final exam is soooooooooo hard, and not related to what she talk about in lectures."
University Of Toronto,Katherine Daignault,STA257,"I think she was helpful and has potential. However, by the end of the course (the final quiz and exam), the level of difficulty of the homework, in class examples, etc was absolutely nothing like the exam... leading to most of us having panic attacks on the way out. If she can recalibrate that she'll be a good prof in my opinion."
University Of Toronto,Katherine Daignault,STA257,Too many typos in her slides. The final was extremely difficult; even doing every question in the textbook was of little help.
University Of Toronto,Katherine Daignault,STA257,"The difficulty does not match her quality of teaching. 1.) 6/12 weeks, she has made a typo. Not corrected. With the exception of one time. 2.) The overall attitude, philosophy, environment, organization, of the class is not good. She admitted that she makes awkward typos about 3 times but there is no change 3.) I got no more char left, it goes on"
University Of Toronto,Katherine Daignault,STA257,dont take it. u'll regret it forever. The final exam is way harder than the materials we leaarnt throughout the term (and the past papers taht were given to us). I knew im going to fail the minute i see the question. I did every single question in the textbook but still got totally lost while writing the final.
University Of Toronto,Katherine Daignault,STA257,"Choose Katherine if you want fail this course. The final exam is too hard, not matching what she taught in the class. It's like a final exam for graduate students. She did not teach you anything in the lectures(slides is literally copy paste from the textbook and still have lots of typos)and expect you just know yourself. It's ridiculous!!!!!!!!!!!"
University Of Toronto,Katherine Daignault,STA257,super hard final. Choose her if you want to fail the course
University Of Toronto,Katherine Daignault,STA257,"The worst prof I have seen at UofT, or I should not say she is a prof or a teacher. She does not keen on this course at all. Always make tons of mistakes in every weeks lecture I even do not know how could she make it. I really enjoy studying math and statistics but I cannot get any happiness in her course. Do not take her class!!!"
University Of Toronto,Katherine Daignault,STA257,"During lecture, all she did was copy notes from the textbook (with lots of errors) and recited them to us without explanation. In the night section, she would often rush through content so that she could leave early (class went until 10). The questions on the final were not at all like what we saw in class, on quizzes, or in the textbook."
University Of Toronto,Katherine Daignault,STA257,"I probably gonna fail STA257, she is rediculous. Failing people for fun"
University Of Toronto,Katherine Daignault,STA257,"First of all this was not very mathematically rigorously taught, more like we had to develop the intuition and learn the material on our own as the lectures were just a carbon copy of the textbook. Exam did not appropriately test on the material that we learned throughout the course and was not fair at all, regardless if you did the ALL problems."
University Of Toronto,Katherine Daignault,STA257,Not a great lecturer and tests were definitely very difficult for a sta257 class but I did enjoy the new (and advanced) problems she threw at us.
University Of Toronto,Katherine Daignault,STA257,Lectures are a waste of time. Skipping class and reading the textbook in a library is a better use of time. I dont know how she manages to copy and paste the textbook and do it wrong every week. Every time someone called her out she kind of evaded the question. I attended both evening and night lectures and she rushes through night ones to go home
University Of Toronto,Katherine Daignault,STA257,"Her slides are copy and pasted from the textbook and she doesn't expand on concepts in lectures, making them useless. Even one on one I find that she is not confident in her explanations or isn't clear. As a new prof this is expected but it's unforgivable when she gives us a final with none of the material she has prepared us with."
University Of Toronto,Katherine Daignault,STA257,"WORST course ever, what kind of professor reads texts from slides that's directly copied from the textbook? WORD-BY-WORD COPYING... If we could just read the textbook, why would we still need you? She gave the MOST difficult final exam I have ever taken, didn't have a clue what's being tested... DO NOT TAKE HER CLASS, LIKE EVER!!!"
University Of Toronto,Katherine Daignault,STA257,That final was the hardest test Ive taken in my life despite feeling prepared from doing past tests. In danger of failing the course now.
University Of Toronto,Katherine Daignault,STA257,She is unenthusiastic about teaching and does not prioritize students. Basically told us in the last lecture that this class is not her priority because she needs to study for her own phD finals. Lecture is boring and confusing. The midterm paper was the same for Monday and Wednesday's section so Wednesday got higher and she didn't care.
University Of Toronto,Katherine Daignault,STA257,"Lectures consisted of her reading off her slides which were primarily copy pasted from the textbook. The first few tests were reasonable. Midterm was hard but fair, but the final did not represent what was covered in the course and seemed solley created to test students recall of specific integration tricks shown in lecture and the like."
University Of Toronto,Katherine Daignault,STA257,"I like the course content, and I actually dont mind the fact that she threw in some higher level stuff in this 2nd year course. But I have to say, her lectures are not helpful at all. I can just sit home and read the slides or the textbook, and understand things just as well, if not better."
University Of Toronto,Katherine Daignault,STA257,"The final was far from the content she taught in the lecture, but weighed for 50% (or 70% of the course grade. The wording and question form were totally different. She literally read off the slides, which are copies from the text book. No emphasis for key points, no solutions for quizzes, and nothing learnt actually from her."
University Of Toronto,Katherine Daignault,STA257,"Katherine is not too bad, but she could do better. The last quiz did test on the most two difficult chapters of this course, but it's basically the same as questions on her slides, be prepared! Final is difficult, really tests on if you could understand the situation,think Intuition behind formulas and apply statistical tools properly and quickly."
University Of Toronto,Katherine Daignault,STA257,Definitely the worst professor I've ever met in uoft. Good job reading from slides without explanation. Made mistakes in EVERY LECTURE. Covered knowledge from third year and even fourth year statistics courses in a second year course. Exam was not representative for course material.
University Of Toronto,Katherine Daignault,STA257,Exam was not representative of course material or preparation questions. She reads off the slides and does proofs poorly.
University Of Toronto,Katherine Daignault,STA257,"I literally did all the assignments, past tests and even lots of extra problems on the back of the book but nothing helps the exam lol"
University Of Toronto,Katherine Daignault,STA257,Hardest test I've ever had
University Of Toronto,Katherine Daignault,STA257,"Same midterm for two class in different days. She said it was absolutely fair. Super hard final, you cant understand what the question is asking. Nothing was covered in class or book."
University Of Toronto,Katherine Daignault,STA257,Such an difficult exam. Barely understands the problems. Quiz 4 HARD as well. Study for past tests and exercise are not helping.
University Of Toronto,Katherine Daignault,STA257,So bad teaching and so hard test!
University Of Toronto,Katherine Daignault,STA257,the exam was soooooo hard
University Of Toronto,Katherine Daignault,STA257,"Terrible Avoid at all cost, just read the textbook. Has a condensing attitude."
University Of Toronto,Katherine Daignault,STA257,"Take her lecture if you want to fail. My CGPA is currently 4.0 and I think it will change because of this course. I haven't ever found statistics that hard. Even though her slides are not too bad, there are countless typos and she cannot even fix her mistakes during the lecture. If you have to take courses taught by her, good luck."
University Of Toronto,Katherine Daignault,STA257,"Repeating the slides is what she usually does in class, which is kinda useless. She also has tons of typos and wrong answers on her slides, most of the time she could not correct herself and instead ask us to figure out later. She gave two different sections the similar tests for midterms, but the test time was on different days."
University Of Toronto,Katherine Daignault,STA257,"I've got to say that her lecture is totally useless as well as her office hour. She always gave vague answers and explanation in class and refuse to clear them. Also, she made tons of mistakes in simple calculations which is rarely seen in such a stats course. All in all, she messed up this fascinating course."
University Of Toronto,Katherine Daignault,STA257,"She always made mistakes and give the same tests for two sections in Monday and Wednesday. For unclear questions, she always refuses to answer it. Also, she is not even close to nice during her office hour. I've been there once and I swear I will never go again. She really messed up this attracting course. Anyway, she is really nc."
University Of Toronto,Katherine Daignault,STA257,"I do not like her. As statistics prof., she even made simple mistakes in simple calculus. In her lecture, she just read slides and did nothing."
University Of Toronto,Katherine Daignault,STA257,"She doesn't understand statistics well and what she is doing is only reading the slides. This course is useful regarding the knowledge, whereas my experience is really bad."
University Of Toronto,Katherine Daignault,STA257,"Nice person, bad prof. No point in going to lectures she just reads off the slides"
University Of Toronto,Katherine Daignault,STA257,I found her lectures clear and very helpful for understanding. The midterm was fair and I got an A and quarter of the class did as well.
University Of Toronto,Katherine Daignault,STA257,Lecture is a waste of time and test questions are unfair. She made the exact same questions for both sections while the tests were scheduled two days apart. During the test she refuses to clarify ambiguous questions. Avoid her if you can
University Of Toronto,Katherine Daignault,STA257,"She is the worst professor I've ever met. In lecture, she just read through the book as well as slides and do some proofs or calculations. Also, she got two term test with 95% similarity for different test section. The later section can easily get the answer from the former one and have 2 more days for preparing. That's ridiculous."
University Of Toronto,Katherine Daignault,STA257,I had her for STA257. Lectures were good.
University Of Toronto,Katherine Daignault,STA257,Just read txtbook. Her lectures are pointless unless you want to know how to do the exercises on the slides. My highschool data management teacher teaches better than her.
University Of Toronto,Katherine Daignault,STA257H1F,"Unintelligible lectures, tricky quizzes, annoying marked group discussion."
University Of Toronto,Katherine Daignault,STA302,"Prof. Katherine was a fair instructor, organized, clear lectures & provided leniency with 2 no-questions asked extensions for students. Midterm exam was difficult, so prepare well. Assignments & multi-part final project were manageable. Many complain, but she's responsive on question boards & everything balanced, overall good prof for this course!"
University Of Toronto,Katherine Daignault,STA302,"Strict criteria and non-sensical grading expectations baffled me. While the course is relatively straightforward, she cannot communicate her ideas. She is easily offended, and questions are taken as criticism taking up a defensive tone as though we're attacking her character. The course isn't comprehensive, and when asked questions, she's vague."
University Of Toronto,Katherine Daignault,STA302,"Katherine is an okay lecturer, she explains the concepts clearly. The midterm was fair. A big complaint that I have is about the marking scheme and the structure of the final. The marking scheme is too strict, and while you might feel you met everything, you'll still be penalized. The final project felt too restrictive and not flexible enough."
University Of Toronto,Katherine Daignault,STA302,"Difficult test & projects, strict grading scheme"
University Of Toronto,Katherine Daignault,STA302,"If STA302 is your requisite course, AVOID this professor. Please consider taking the course in winter or summer term with other professors. "
University Of Toronto,Katherine Daignault,STA302,She is the most awful and most disrespectful prof I have ever seennnnnn. Taking her course is the worst choice I have ever made
University Of Toronto,Katherine Daignault,STA302,"worst prof ever seen, donnnnnnnnnn't choose this ***. I am so regretful taking her course. it would be the nightmare of my whole life"
University Of Toronto,Katherine Daignault,STA302,The most awful professor I have ever seen. Unreasonable marks on projects (She did not even tell us what we should do clearly). 
University Of Toronto,Katherine Daignault,STA302,"I saw a lot of negative views about her. Of course, she had a crazy amount of homework needed to do, I got about a 45percent before the grades come out, and finally, I got a huge curve up. She will torture you when you take the course, but she also will give you a huge curve when you done the course. Her teaching was clear, not good not bad. "
University Of Toronto,Katherine Daignault,STA302,Awful! Avoid at all costs. Does not care much about students. Grading expectations are unclear. 
University Of Toronto,Katherine Daignault,STA302,Avoid her if you can.
University Of Toronto,Katherine Daignault,STA302,Grading is all over the place.
University Of Toronto,Katherine Daignault,STA302,The grading in this course are very inconsistent. She's also terrible at teaching. TAs are also just as incompetent as her!!!
University Of Toronto,Katherine Daignault,STA302,Never take a class with her.
University Of Toronto,Katherine Daignault,STA302,Way too many assessments 
University Of Toronto,Katherine Daignault,STA302,Too many assignments to complete (1-5% each) that requires at least a week of work for each + weekly quizzes that are almost impossible to do. 
University Of Toronto,Katherine Daignault,STA302,This professor is by far one of the toughest at UofT. Her tests are very difficult and the rubric for her assignments (which are long and pointless) are unforgiving to any mistakes whatsoever. Avoid this professor if possible as this is the hardest course I've taken at UofT.
University Of Toronto,Katherine Daignault,STA302,Too many meaningless but lengthy assessments. Marking is inconsistent
University Of Toronto,Katherine Daignault,STA302,Waste your time!!
University Of Toronto,Katherine Daignault,STA302,"She has absolutely no empathy. I was in hospital and wasn't even given an extension on the midterm. Lectures are completely useless, she just reads off her slides. At least 2 assessments each week, some of them have no takeaways but only to waste your time. She also gives assessments that are due on Sunday and during reading week."
University Of Toronto,Katherine Daignault,STA302,Literally the most difficult course I ever took in UofT. Quizzes are insanely hard and lectures do not help at all. Course is filled with thousands of ridiculous graded discussions and assignments. The time commitment required to marginally do good in this course is extremely high. Don't take this course with Prof Katherine and yourself a favour.
University Of Toronto,Katherine Daignault,STA302,"Unpopular opinion but I think she is not even that bad. I actually learned a lot about data analysis through her 3-part assignments and I didn't think they were that hard, you just have to read the marking scheme carefully. Plus she does curve a lot at the end (course avg is a B-, despite the midterm avg being around 50)."
University Of Toronto,Katherine Daignault,STA302,Professor Katherine Daignault is not as bad as I thought. She is really caring and always being so kind. Her midterm and quizzes are hard but the workload is not heavy at all.
University Of Toronto,Katherine Daignault,STA302,"Too many assignments that are packed close to each other. Grading was late making impossible to drop course or CR/NCR before deadline. Only took bc it was a mandatory course. Terrible experience. While prof tries to be nice, way too high requirements. Long assignments and will nitpick. Terrible midterm average and will only ""consider"" curving."
University Of Toronto,Katherine Daignault,STA302,"Usually never bother to leave reviews but this prof was absolutely horrendous. Worst prof in my entire undergrad, has no respect or empathy and gives 0 f about students and accommodating accessibilities. Horrible human being, I thought I knew what I was going into taking a course with her but holy I was so wrong. AVOID HER AT ALL COSTS."
University Of Toronto,Katherine Daignault,STA302,"Overwhelming slides every week, disorganized lectures and overall course structure. Arbitrary grader. Honestly, the content shouldn't even be that difficult - she just makes it extremely hard to piece everything together so, in the end, your understanding is filled with gaps. Even if you grind at her class, there's a good chance you'll fail. F her."
University Of Toronto,Katherine Daignault,STA302,"Can you believe that she does not allow statistics students to find datasets from Kaggle, UCL machine learning, etc? I have to spend days finding a dataset that satisfies her requirements."
University Of Toronto,Katherine Daignault,STA302,"She doesn't respect our efforts: 1. just reading slides during lecture time without any explanation. 2. Test and assignment marks are very random, answers write in two pages, she will not check the second page, just give 0 based on the first page. 3. most assignment is useless, test your writing skills, not statistic skills."
University Of Toronto,Katherine Daignault,STA302,She has absolutely no sympathy. Takes every suggestion as personal attack. Lectures are basically reading slides and tests are hard. Avoid her if you need the grades
University Of Toronto,Katherine Daignault,STA302,Sooooooo many assignments and tests and projects! And we have a midterm that avg is below 60
University Of Toronto,Katherine Daignault,STA302,"Just dropping here that if we can have a course where the class average for the midterm isn't significantly below 50 for all sections, that would be great thanks."
University Of Toronto,Katherine Daignault,STA302,"She's a nice, reachable and passionate teacher. However, the course is so work heavy. We have weekly quizzes, in class labs, discussions, midterm, video project, written exercises and final project with multiple parts. She assigned too much work that her team couldn't even manage to mark them."
University Of Toronto,Katherine Daignault,STA302,"I had to create an account on this website just to express how bad of a prof she is. She packs the lectures with way too much content and gives way too much work. Lots of memorization with little intuitive explanations, so it's extremely difficult to actually get a conceptual understanding. I've had bad profs before, but this is incomparable."
University Of Toronto,Katherine Daignault,STA302,"She successfully makes learning statistics boring and difficult, literally read from slides, and all the example questions are like ""1+12"" but the midterm questions are like ""Please solve Russell's paradox""."
University Of Toronto,Katherine Daignault,STA302,"Although this is a statistics course, KD is good at writing super long slides with text all over it. Prepare to read her fking long slides and around 1.5-2 hours of pre-lecture videos"
University Of Toronto,Katherine Daignault,STA302,"I hate her. Taking 302 with her in the fall rn, we have discussions, in-class labs, tests, a plethora of exercises and assignments split into many parts, and a final project. I don't get why she's making this course so work-heavy. I spend more time on her 3 part assignments than I do on actual important courses, and all that for 5-10% each."
University Of Toronto,Katherine Daignault,STA302,"Good lecture videos and relatively understandable assignments, but a brutal midterm under intense time constraints with most questions found nowhere in the lectures."
University Of Toronto,Katherine Daignault,STA302,"The midterm for her online course was killer. Unlike any other midterm she or any stats prof has ever written. Her questions are weirdly written and the formulas written were not stuff she taught in class. There were 3 assignments, 1 midterm, 2 ""mini-projects"" (one being a bs recorded presentation), and one final project. So much work!!!"
University Of Toronto,Katherine Daignault,STA302,"I mean her lectures and Mini Projects are just fine, but the tests are just terrible. The questions are just completely unrelated to the stuff she covered in lectures and everything u reviewed is just useless. I never expect I'm managed to fail the first course in university, the last semester before graduation."
University Of Toronto,Katherine Daignault,STA302,"I took this course in the summer of 2020, it was amazingly well taught. The lectures really went into depth and were the best formatted statistics lectures I've had so far. Quizzes were extremely fair and the mini projects were a great mark booster if you kept up with the course content. There was also (free) marks for posting discussion questions."
University Of Toronto,Katherine Daignault,STA302,The course was very organized. Great lectures and she provides neat notes. The quizzes were extremely difficult but as long as you studied hard you shouldn't do too bad.
University Of Toronto,Katherine Daignault,STA302,AVOID AVOID AVOID! Worst prof. Unempathetic. Ignores students' needs and accommodations. She adds ridiculous rules to fail people.
University Of Toronto,Katherine Daignault,STA302,"Really bad professor, doesn't know how to teach, doesn't care about teaching AND HAS REALLY TOUGH UNRELATED TESTS!!! Do not take her courses if you can. You will save your mental health."
University Of Toronto,Katherine Daignault,STA302,"I missed a midterm because I was hospitalized for 3 weeks. It was impossible to submit a verification of illness(VOI) within a week. When I finally submitted it, she didn't accept it and said I didn't provide evidence of hospitalization. This was during the covid-19 pandemic, and this was my only course to graduate school. Screwed my job and life"
University Of Toronto,Katherine Daignault,STA302,Online quiz extremely difficult. Never give enough time. Lecture sucks.
University Of Toronto,Katherine Daignault,STA302,Her slides are detailed and straight-forward. I felt that she was pretty helpful in office hours as well. Really like how her assignments are made because it tests your knowledge and application of the concepts learned in class. Her midterm was really hard though (not enough time). COVID-19 changed the marking scheme to heavily weight assignments.
University Of Toronto,Katherine Daignault,STA302,"I really like her, I took her STA257 as well. The learninng experience with her in STA302 is amazing, she lay emphasis on how to use your knowledge and do analysis instead of just do the questions. And she responds emails and piazza detailed. If you really want to learn stats, don't skip classes and do assignments, they strengthen your knowledge."
University Of Toronto,Katherine Daignault,STA302,"Everything is hard and ambiguous. Slides are wordy and much of words are useless, hard exams, ambiguous problems on assignments and exams, just read slides during lecture, low midterm grades (42%) and the curve can be neglected, plus full of typos on everything. The worst prof I've met. Just avoid her if you can."
University Of Toronto,Katherine Daignault,STA302,40% midterm average lots of assignments hard coding dont take it
University Of Toronto,Katherine Daignault,STA302,tooooooo hard for sta302 students
University Of Toronto,Katherine Daignault,STA302,"kat has a great personality but that doesnt change the fact that she gives very difficult tests yet she always expects us to do well. i mean, can she try our shoes? like the class avg is always 50% or 40%, doesnt this say enough???? hope she knows how to set up a good test in the future."
